company,total_links,active_months,max_monthly_count,avg_monthly_count,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,business_mode,nearest_company,nearest_similarity
Nile Crocodile  SE Services,3318,81,115,40.963,14,108,0.0,48103925.0,0.0,normal,0.0325,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,fēi yú Sagl Holdings,0.9897
The Sea Turtle Sagl Cargo ship,629,79,20,7.962,13,25,0.0,611230.0,0.0,normal,0.0325,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Marine Masterminds Sp Solutions,0.9991
French Sole Limited Liability Company Logistics,5014,83,115,60.4096,61,134,0.0,102014665.0,0.0,normal,0.0322,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Yu wo  CJSC Marine sanctuary,0.9916
Mar de la Vida SRL,4696,84,82,55.9048,148,269,0.0,54288900.0,0.0,normal,0.032,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Caracola Marina Merchants Deep-sea,0.9905
Niger Bend   S.A. de C.V. Holdings,1604,84,65,19.0952,92,127,0.0941,16003360.0,0.0,normal,0.0319,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Estrella del Mar Ltd. Liability Co,0.9978
Victoria Falls   S.A. de C.V.,1234,79,37,15.6203,51,23,0.0,26718220.0,0.0,normal,0.0319,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Tshimbua GmbH & Co. KG,0.9979
Tide Turners S.A. de C.V. Marine,2533,84,59,30.1548,154,287,0.0111,49538300.0,0.0,normal,0.0317,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Red Sea  N.V. Transport,0.9958
3 Seabreeze Corporation Marine ecology,1087,83,133,13.0964,88,204,0.0304,18827090.0,0.0,normal,0.0316,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Triton AS Sea spray,0.9884
SaltwaterSatisfactions S.A. de C.V. Overseas,1947,82,64,23.7439,9,111,0.0,35818775.0,0.0,normal,0.0314,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,CoralCrest Inc and Son's,0.9952
OceanFront Foods ОАО Solutions,3051,84,79,36.3214,35,19,0.0007,36729845.0,0.0,normal,0.0313,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,James Leska Ges.m.b.H. Marine,0.9993
Skeleton Coast  Sagl Brothers,3942,84,94,46.9286,24,150,0.0,170030335.0,0.0,normal,0.0313,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Saharan Oasis  Pic International,0.9906
TunaTreats Ltd. Liability Co,2602,78,81,33.359,75,85,0.0,93293500.0,0.0,normal,0.0313,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Arena del Sol Ltd,0.9866
Ocean Outfitters Kga Marine biology,397,78,16,5.0897,75,55,0.0,5049175.0,0.0,normal,0.0312,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Dry Creek Incorporated Laksa,0.9966
Tamil  Co Sea spray,2660,84,62,31.6667,49,299,0.0019,36003770.0,0.0,normal,0.0311,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Odisha  Limited Liability Company,0.9916
Vespuci Seagrass A/S Consultants,1936,84,55,23.0476,71,143,0.1178,26552120.0,0.0,normal,0.0311,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Estrella del Mar Ltd. Liability Co,0.9948
Estrella del Mar Ltd. Liability Co,1758,84,76,20.9286,88,142,0.1035,9776190.0,0.0,normal,0.0309,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Niger Bend   S.A. de C.V. Holdings,0.9978
Tide Turners Ltd Transport,2401,84,69,28.5833,264,179,0.0,14656830.0,0.0,normal,0.0309,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,BlueTide N.V. Marine conservation,0.9965
Caracola del Este AG,2356,84,68,28.0476,244,237,0.0021,22954500.0,0.0,normal,0.0308,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Ancla Marina & Ltd. Liability Co Distribution,0.9948
Khundu GmbH & Co. KG Solutions,3973,84,124,47.2976,31,70,0.0221,82692585.0,0.0,normal,0.0308,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Tshikwea GmbH & Co. KG Wave,0.9958
Caracola de Coral Oyj,1036,84,29,12.3333,79,157,0.055,7969490.0,0.0,normal,0.0307,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Costa de la Felicidad and Sagl Marine,0.9975
Saltwater Sanctuary NV Delivery,1715,84,63,20.4167,58,23,0.0023,97210060.0,0.0,normal,0.0306,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Uttar Pradesh Sea  Cargo  GmbH Enterprises,0.9981
Bahía de Coral Corporation and Son's,418,82,18,5.0976,65,130,0.0311,21948400.0,0.0,normal,0.0305,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Black Sea Tuna Kga Line,0.9979
Omo River  Ocean Incorporated Marine sanctuary,5290,84,101,62.9762,47,88,0.0004,111920155.0,0.0,normal,0.0305,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Yu wo  CJSC Marine sanctuary,0.9968
Whale Plc Charter Boat ,426,79,14,5.3924,34,73,0.0047,2660720.0,0.0,normal,0.0303,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Caracola del Sol Ltd Dashi,0.9992
Danish Plaice Ltd. Liability Co,2681,84,63,31.9167,193,304,0.0104,28743075.0,0.0,normal,0.0302,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Sahara  LLC Ltd. Liability Co,0.9994
Dry Creek Incorporated Laksa,553,78,20,7.0897,49,51,0.0108,11170180.0,0.0,normal,0.0301,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Surf's Up  Kga Solutions,0.999
Ethiopian Highlands  Pic Line,2015,81,58,24.8765,19,48,0.001,31492680.0,0.0,normal,0.0301,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Ocean Outfitters LC Trawler,0.9976
Coral Coast AS Marine,542,83,13,6.5301,10,76,0.0092,18009840.0,0.0,normal,0.0298,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Dutch Bill  BV Marine,0.9996
zhāng yú Ges.m.b.H. Solutions,2006,84,62,23.881,9,40,0.0209,43710825.0,0.0,normal,0.0298,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,LLC Limited Liability Company,0.9993
-1070,3919,80,153,48.9875,49,156,0.0015,56521330.0,0.0,normal,0.0294,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,fēi yú Sagl Holdings,0.9955
Oceanfront Oases A/S Transportation,2362,84,52,28.119,156,311,0.0411,19634605.0,0.0,normal,0.0294,0,1,1,0,C1-S1,C1-S1-T0,general_trader,West Bengal  Marine ecology,0.9915
Coastal Charm Ltd. Corporation,4489,84,95,53.4405,31,58,0.0,34531775.0,0.0,normal,0.0293,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Kilwa Coast  Incorporated & Son's,0.9982
Mar y Luna GmbH,1460,84,50,17.381,187,222,0.0014,12205270.0,0.0,normal,0.0293,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Olas del Sur Sp,0.9979
Estrella de Mar Pic Distribution,1456,83,39,17.5422,33,19,0.0055,4554865.0,0.0,normal,0.0292,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,SRL Ltd. Liability Co,0.9986
BlueTide N.V. Marine conservation,3309,84,68,39.3929,248,178,0.0009,34747525.0,0.0,normal,0.0291,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Tide Turners Ltd Transport,0.9965
Kilimajaro Slopes   GmbH & Co. KG and Son's,3212,84,67,38.2381,84,23,0.0,86781135.0,0.0,normal,0.029,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Bu yu wang NV,0.9988
Náutica del Sol Ges.m.b.H.,526,82,16,6.4146,25,40,0.0589,4347995.0,0.0,normal,0.0289,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Coastal Currents Ltd. Liability Co Delivery,0.9982
jīn qiāng yú SRL,2988,84,149,35.5714,216,349,0.0154,106763845.0,0.0,normal,0.0287,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Finests GmbH & Co. KG Industrial,0.9836
Ancla del Este Plc Industrial,531,83,16,6.3976,130,81,0.0,2885690.0,0.0,normal,0.0286,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Baltic Catch S.p.A. Distribution,0.9981
Finests GmbH & Co. KG Industrial,2419,84,90,28.7976,206,334,0.0207,26392290.0,0.0,normal,0.0286,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Sahara  LLC Ltd. Liability Co,0.9943
Niger River Delta  Sagl Services,3650,84,80,43.4524,257,129,0.0,37314675.0,0.0,normal,0.0285,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,0.9941
Costa de la Felicidad and Sagl Marine,805,84,23,9.5833,75,172,0.0398,11204455.0,0.0,normal,0.0283,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Caracola de Coral Oyj,0.9975
Madhya Pradesh  Market Pic Forwading,2291,84,53,27.2738,85,347,0.0009,36066035.0,0.0,normal,0.0283,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Orange River Mouth   Cargo ship,0.9881
Ocean Observers Inc Marine life,3092,84,73,36.8095,160,349,0.0262,25661155.0,0.0,normal,0.0281,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Ocean Outfitters Ray N.V. Export,0.9956
Lake Chad  Marine conservation,2663,84,70,31.7024,236,204,0.0034,38177115.0,0.0,normal,0.0279,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Turkish Salmon Ltd. Liability Co Transit,0.9962
Coastal Castaway Co Consultants,3025,84,147,36.0119,70,333,0.0007,38062335.0,0.0,normal,0.0277,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Madhya Pradesh  Market Pic Forwading,0.9769
Orange River Mouth   Sashimi Ges.m.b.H. Freight ,3200,84,80,38.0952,286,144,0.0,49796475.0,0.0,normal,0.0277,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Niger River Delta  Sagl Services,0.9941
Bahía de Coral Company Shoal,423,81,15,5.2222,22,27,0.0047,1518985.0,0.0,normal,0.0276,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Sparrman's bream Solutions -,0.9998
Blue Water Ventures Investment,3672,84,100,43.7143,273,186,0.0005,26544070.0,0.0,normal,0.0276,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Tamil Nadu s Pic,0.9948
Coral Kingdom Pic Brothers,5088,84,167,60.5714,143,172,0.0004,113021495.0,0.0,normal,0.0274,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Sisters GmbH & Co. KG Marine biology,0.9839
Dolphin Dreams Kga Industrial,2253,84,119,26.8214,204,276,0.0169,81314460.0,0.0,normal,0.0274,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Oceanic Oasis Co Transit,0.9961
Playa del Mar OJSC Jetty,2309,84,87,27.4881,77,16,0.0056,109467130.0,0.0,normal,0.0273,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Saltwater Sanctuary NV Delivery,0.997
The Sea Turtle AB,403,82,12,4.9146,14,28,0.0,1600580.0,0.0,normal,0.0273,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Mar y Luna Ltd. Corporation,0.9995
Adriatic Squid Limited Liability Company Current,411,81,8,5.0741,12,43,0.0,3405725.0,0.0,normal,0.0272,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,The Sea Turtle AB,0.9988
Nagaland Sea  Company Investment,2006,84,45,23.881,90,142,0.0693,7987555.0,0.0,normal,0.027,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Jammu & Kashmir Sea  AS Marine,0.9952
Arena del Sol Ges.m.b.H.,2068,84,46,24.619,131,278,0.0116,19721365.0,0.0,normal,0.0269,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,French Crab AG Express,0.9966
Estrella de Mar SE,688,79,26,8.7089,55,97,0.0116,3336890.0,0.0,normal,0.0269,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Caracola del Sol Ltd Dashi,0.9995
Gujarat ers Oyj Holdings,2622,81,88,32.3704,181,202,0.0,20935870.0,0.0,normal,0.0269,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Solitude Marine biology,0.9871
Mar de Plata GmbH Enterprises,2963,84,71,35.2738,25,207,0.0013,2582215.0,0.0,normal,0.0269,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Haryana Sea  Limited Liability Company Marine ecology,0.9962
Red Sea  N.V. Transport,2443,84,57,29.0833,130,300,0.0004,9290965.0,0.0,normal,0.0268,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Orange River Mouth   Cargo ship,0.9975
Black Sea Anchovy Express,940,84,29,11.1905,19,32,0.0043,55499600.0,0.0,normal,0.0267,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,bái suō wěn lú BV,0.9992
Marine Magic Marine sanctuary,1945,84,45,23.1548,166,244,0.0,54022915.0,0.0,normal,0.0267,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Seaside Sojourns Marine mist,0.997
Marit Sashimi A/S Freight ,1400,84,32,16.6667,9,40,0.0,49701935.0,0.0,normal,0.0267,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Black Sea Anchovy Express,0.999
Norwegian Fjord  Pic Transit,2951,83,105,35.5542,158,263,0.002,44091655.0,0.0,normal,0.0266,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Black Sea Tuna AB Freight ,0.9947
xiǎo lóng xiā Plc,2162,83,70,26.0482,16,174,0.0009,25028400.0,0.0,normal,0.0266,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Salt WaterCo Sp Marine life,0.992
Ocean Observers Ges.m.b.H. Export,466,79,25,5.8987,33,50,0.0,2948970.0,0.0,normal,0.0262,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Saharan Oasis  Incorporated & Son's,0.9996
Oceanic Opportunities CJSC Marine,1791,84,59,21.3214,138,216,0.0575,30312205.0,0.0,normal,0.0262,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Chobe River   Distribution Pelican,0.9944
Caracola Marina Merchants Deep-sea,3704,84,80,44.0952,154,242,0.0,19379315.0,0.0,normal,0.026,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Seaside Sojourns Marine mist,0.9942
Lake Victoria Catch  Ltd. Liability Co,1333,84,27,15.869,124,158,0.0,7972645.0,0.0,normal,0.026,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Estrella del Sol LLC,0.9969
Orange River Mouth   Cargo ship,2627,84,69,31.2738,131,317,0.0053,31314510.0,0.0,normal,0.0255,0,1,1,0,C1-S1,C1-S1-T0,general_trader,West Bengal  Marine ecology,0.9979
ReefRider S.A. de C.V.,417,80,13,5.2125,46,94,0.0456,12661580.0,0.0,normal,0.0253,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Sparrman's bream Limited Liability Company,0.9936
Sahara  LLC Ltd. Liability Co,2664,84,74,31.7143,196,310,0.009,24032280.0,0.0,normal,0.0253,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Danish Plaice Ltd. Liability Co,0.9994
SeaScape Foods LC Cargo,1103,84,31,13.131,56,137,0.0771,15081115.0,0.0,normal,0.0252,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Jammu & Kashmir Sea  AS Marine,0.9946
Meghalaya  Sandbar S.p.A. Services,1140,84,28,13.5714,94,217,0.0193,12965710.0,0.0,normal,0.0251,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Lake Nakuru  Co Freight ,0.9975
Punjab  Market Ltd. Corporation,1902,84,42,22.6429,138,248,0.0011,11465765.0,0.0,normal,0.0251,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Seaside Sojourns Marine mist,0.9964
Caracola del Sol Ltd Dashi,356,79,14,4.5063,43,83,0.0,1351330.0,0.0,normal,0.025,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Estrella de Mar SE,0.9995
Asiotr Green  SE Marine sanctuary,584,84,15,6.9524,10,62,0.0137,12162665.0,0.0,normal,0.0249,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Coral Cove ОАО Captain,0.9987
Bu yu wang NV,3279,84,68,39.0357,69,19,0.004,57099695.0,0.0,normal,0.0247,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Kilimajaro Slopes   GmbH & Co. KG and Son's,0.9988
Playa de Coral OJSC,463,82,24,5.6463,69,34,0.0065,10044035.0,0.0,normal,0.0247,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Ob River SRL Saltwater,0.9987
Estrella de la Costa Ltd,3923,84,189,46.7024,191,152,0.0138,115373255.0,0.0,normal,0.0246,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Coral Kingdom Pic Brothers,0.9729
Ob River N.V. Shipping,653,84,21,7.7738,91,172,0.0077,8028955.0,0.0,normal,0.0246,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Symphony - CJSC Marine,0.9976
Oceanic Oasis Co Transit,2312,84,117,27.5238,211,265,0.0013,23019940.0,0.0,normal,0.0245,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Dolphin Dreams Kga Industrial,0.9961
Chobe River   Distribution Pelican,1573,84,54,18.7262,119,203,0.0324,31578150.0,0.0,normal,0.0244,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Kilimajaro Slopes   N.V. Logistics,0.9967
David Ltd. Liability Co,872,82,63,10.6341,48,152,0.0436,13845080.0,0.0,normal,0.0244,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Black Sea Tuna Kga Line,0.9922
Mar del Oeste N.V.,309,81,19,3.8148,38,63,0.0,1593905.0,0.0,normal,0.0243,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Sparrman's bream Limited Liability Company,0.9986
Scottish Oysters Pic Transport,680,84,22,8.0952,84,131,0.0426,69870600.0,0.0,normal,0.0243,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Niger Bend   Dry dock,0.9967
WaveCatcher Limited Liability Company,1094,84,27,13.0238,36,41,0.0466,11259655.0,0.0,normal,0.0243,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Fin Addiction Ltd. Liability Co,0.9981
Nazhivka S.A. de C.V. Overseas,1901,84,43,22.631,105,231,0.06,23861390.0,0.0,normal,0.0242,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Lake Nakuru  Co Freight ,0.9942
Ob River SRL Saltwater,776,82,24,9.4634,58,17,0.0,15602270.0,0.0,normal,0.0239,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Mar y Viento A/S,0.9989
Selous Game Reserve  Marine,1973,84,94,23.4881,174,137,0.0375,14627810.0,0.0,normal,0.0239,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Danish Mackerel S.A. de C.V.,0.9918
Tamil  Marina N.V. Family,3216,84,128,38.2857,150,339,0.0124,60272855.0,0.0,normal,0.0238,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Mar de la Costa Company,0.9919
Zambezi Valley  Shipping Swordfish,3398,84,63,40.4524,19,72,0.0003,40967195.0,0.0,normal,0.0238,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Brisa del Este Solutions,0.9977
Karnataka  Ltd. Corporation Manatee,2603,84,58,30.9881,184,260,0.0277,65905375.0,0.0,normal,0.0237,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Marine Magic Marine sanctuary,0.9928
Mar de Cristal CJSC,502,84,12,5.9762,26,70,0.0418,5254220.0,0.0,normal,0.0237,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,West Bengal  SE Family,0.9987
Barco de Plata N.V.,3969,84,120,47.25,54,48,0.0018,57603565.0,0.0,normal,0.0236,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Arunachal Pradesh s &,0.9981
Caracola de Coral Shipyard Sp Investment,1239,84,42,14.75,64,184,0.0751,8675340.0,0.0,normal,0.0235,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Costa de la Felicidad and Sagl Marine,0.9922
Niger Bend   Dry dock,1009,83,35,12.1566,81,140,0.0396,17967465.0,0.0,normal,0.0235,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Greek Octopus Company Distribution,0.9974
Ocean Quest LLC Transit,492,81,18,6.0741,65,86,0.0081,2935240.0,0.0,normal,0.0234,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,East Limited Liability Company Logistics,0.9992
Mar del Caribe SRL,3071,84,135,36.5595,239,182,0.0,32104420.0,0.0,normal,0.0232,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Tamil Nadu s Pic,0.9962
Tamil Nadu s Pic,3126,84,103,37.2143,248,175,0.0022,18791220.0,0.0,normal,0.0231,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Surf's Up s ОАО Marine sanctuary,0.9966
Coral Rojo ОАО Lighthouse,563,83,17,6.7831,91,61,0.0107,6712900.0,0.0,normal,0.023,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Rajasthan  Market CJSC Tide,0.998
Olas del Mar Marine,3512,84,78,41.8095,28,46,0.0,11994285.0,0.0,normal,0.023,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Ancla Marina Ges.m.b.H. & Son's,0.9988
Scottish Oysters SE Consulting,806,82,36,9.8293,68,162,0.0,3434805.0,0.0,normal,0.023,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,guī yú N.V. Line,0.9954
Sparrman's bream Limited Liability Company,1361,79,43,17.2278,69,91,0.0375,21303100.0,0.0,normal,0.0227,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Mar del Oeste N.V.,0.9986
Bahía del Sol SRL Solutions,562,83,18,6.7711,17,45,0.0178,16236960.0,0.0,normal,0.0226,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Mar del Oeste SE Logistics,0.9989
Sikkim  Market Corporation Investment,891,84,20,10.6071,69,193,0.0022,2891875.0,0.0,normal,0.0226,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Saltwater Symphony - CJSC Marine,0.9991
Costa del Sol AS Shipping,3774,84,184,44.9286,183,274,0.0016,65306440.0,0.0,normal,0.0225,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Black Sea Tuna AB Freight ,0.9759
Estrella de la Costa Ltd Distribution,1563,82,144,19.061,38,96,0.0013,15585130.0,0.0,normal,0.0224,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Simien Mountains   Ltd. Liability Co,0.9881
Perla del Mar SRL,2971,84,68,35.369,166,311,0.0081,57849435.0,0.0,normal,0.0224,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Gvardeysk GmbH & Co. KG,0.9959
Tshimbua GmbH & Co. KG,1201,79,44,15.2025,47,49,0.01,19351245.0,0.0,normal,0.0221,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Ocean Observers Ges.m.b.H. Export,0.9985
Whale Ltd. Liability Co,3963,84,175,47.1786,124,232,0.0018,98549620.0,0.0,normal,0.0221,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Playa del Sol Oyj Marine biology,0.9809
Rybachit Ltd. Corporation Transportation,1968,84,45,23.4286,18,44,0.0,25749945.0,0.0,normal,0.022,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Charles Pier AB Logistics,0.9991
Seafoam Breakwater Sp United,1631,84,34,19.4167,127,75,0.0,1942065.0,0.0,normal,0.0219,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Fin Flair Marine life Incorporated Holdings,0.9994
Coastal Castaway GmbH & Co. KG,1430,84,40,17.0238,101,247,0.0042,13833710.0,0.0,normal,0.0218,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,hǎi tún Ltd. Liability Co,0.9964
Danish Plaice S.A. de C.V.,1963,84,66,23.369,87,211,0.0693,42754010.0,0.0,normal,0.0218,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Nazhivka S.A. de C.V. Overseas,0.9926
Haryana Sea  BV Logistics,2235,82,114,27.2561,110,166,0.0219,17071485.0,0.0,normal,0.0218,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Green Valley Sp Current,0.9929
James Leska Ges.m.b.H. Marine,2822,84,66,33.5952,44,20,0.0007,29716040.0,0.0,normal,0.0218,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,OceanFront Foods ОАО Solutions,0.9993
Charles Pier AB Logistics,2385,84,62,28.3929,15,44,0.0,10606250.0,0.0,normal,0.0217,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Rybachit Ltd. Corporation Transportation,0.9991
Surf's Up s ОАО Marine sanctuary,2779,84,102,33.0833,243,196,0.0,25886075.0,0.0,normal,0.0216,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Tamil Nadu s Pic,0.9966
Jammu & Kashmir  Inc Shipping,564,84,22,6.7143,77,25,0.0,5844935.0,0.0,normal,0.0215,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,SeaScape Foods Ltd. Liability Co,0.9999
hǎi mǎ Ltd. Liability Co Barracuda,3097,84,79,36.869,191,275,0.0006,32183115.0,0.0,normal,0.0215,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Kallianassa Nautilus GmbH & Co. KG Delivery,0.9931
Mar y Luna Ltd. Corporation,376,82,11,4.5854,27,33,0.0,2088730.0,0.0,normal,0.0214,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Náutica del Mar Ltd Marine ecology,0.9997
Fin Flair Marine life Incorporated Holdings,1812,84,33,21.5714,123,86,0.0006,3939785.0,0.0,normal,0.0213,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Seafoam Breakwater Sp United,0.9994
Richard Seafood Ltd. Liability Co Delivery,3682,84,135,43.8333,168,198,0.0019,10264380.0,0.0,normal,0.0213,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Pregolya Ltd. Liability Co,0.9877
Odisha  Limited Liability Company,3791,84,83,45.131,74,276,0.0011,71767255.0,0.0,normal,0.0212,0,1,1,0,C1-S1,C1-S1-T0,niche_or_shell,Tamil  Co Sea spray,0.9916
Kallianassa Nautilus GmbH & Co. KG Delivery,3025,84,100,36.0119,189,305,0.0003,26205505.0,0.0,normal,0.0211,0,1,1,0,C1-S1,C1-S1-T0,general_trader,Sahara  LLC Ltd. Liability Co,0.9968
LLC Limited Liability Company,2384,84,65,28.381,20,46,0.0164,48658900.0,0.0,normal,0.0211,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,zhāng yú Ges.m.b.H. Solutions,0.9993
Marine Mates Salt spray LLC Freight ,4048,84,160,48.1905,39,75,0.0,52600115.0,0.0,normal,0.021,0,1,0,2,C1-S0,C1-S0-T2,niche_or_shell,Turkish Calamari Oceanography AG Import,0.9941
Coral Cove ОАО Captain,709,84,19,8.4405,17,72,0.0,2903460.0,0.0,normal,0.0208,0,1,0,1,C1-S0,C1-S0-T1,niche_or_shell,Tsha wamba Pic Barracuda,0.9988
