company,total_links,active_months,max_monthly_count,avg_monthly_count,activity_cv,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,q1_temporal_pattern,q1_pattern_risk,revival_score,dormancy_months,dormancy_weight,has_extended_months,q1_inconsistent,bridge_scope,is_relay_successor,business_mode,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,nearest_company,nearest_similarity,bridge_link_count,bridge_partner_sample,relay_predecessors,sig_iso_anomaly,sig_revival,sig_dormancy,sig_q1_inconsistent,sig_q1_risk,sig_bridge,sig_relay,sig_fish,composite_score,signal_count,confidence_tier,evidence_chain
Nile Crocodile  SE Services,3318,81,115,40.963,0.6481,14,108,0.0,48103925.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0614,1,0,0,1,C0-S0,C0-S0-T1,Arena del Sol Ltd,0.9879,0,,,0.0614,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0427,0,LOW,no strong individual signal
Casablanca Coast  Ltd. Corporation,2039,84,105,24.2738,0.7095,84,39,0.0407,29045465.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0583,1,0,0,1,C0-S0,C0-S0-T1,Mar del Este Ltd,0.9911,0,,,0.0583,0.0,0.1824,0.0,0.0,0.0,0.0,0.0407,0.0427,0,LOW,no strong individual signal
Orange River Mouth   Sashimi Ges.m.b.H. Freight ,3200,84,80,38.0952,0.4422,286,144,0.0,49796475.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0608,1,0,0,2,C0-S0,C0-S0-T2,Blue Water Ventures Investment,0.9939,0,,,0.0608,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0426,0,LOW,no strong individual signal
TunaTime _ N.V. Express,2665,84,68,31.7262,0.331,127,227,0.0,17641420.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0608,1,0,0,2,C0-S0,C0-S0-T2,Gujarat  GmbH & Co. KG,0.9993,0,,,0.0608,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0426,0,LOW,no strong individual signal
Costa de Oro LLC Logistics,662,38,43,17.4211,0.5023,20,118,0.0015,15634100.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0606,1,3,0,2,C3-S0,C3-S0-T2,Océano de Coral Pic Marine conservation,0.9457,0,,,0.0606,0.0,0.1824,0.0,0.0,0.0,0.0,0.0015,0.0425,0,LOW,no strong individual signal
-8197,222,21,45,10.5714,1.0174,2,1,0.0,6483505.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0605,1,3,1,2,C3-S1,C3-S1-T2,-6816,0.9993,0,,,0.0605,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0425,0,LOW,no strong individual signal
-2229,337,15,53,22.4667,0.5943,7,17,0.0,2537800.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0603,1,3,0,0,C3-S0,C3-S0-T0,-1859,0.993,0,,,0.0603,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0424,0,LOW,no strong individual signal
Vespuci Seagrass A/S Consultants,1936,84,55,23.0476,0.5389,71,143,0.1178,26552120.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0508,1,0,0,2,C0-S0,C0-S0-T2,Caracola de Coral Shipyard Sp Investment,0.987,0,,,0.0508,0.0,0.1824,0.0,0.0,0.0,0.0,0.1178,0.0424,0,LOW,no strong individual signal
Estrella del Mar SE,900,84,24,10.7143,0.4438,46,56,0.1744,9595070.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0463,1,0,0,1,C0-S0,C0-S0-T1,Delhi ers Ltd. Liability Co,0.9925,0,,,0.0463,0.0,0.1824,0.0,0.0,0.0,0.0,0.1744,0.0424,0,LOW,fish HS code ratio=17.4%
Náutica del Este ОАО,1573,48,70,32.7708,0.4006,69,55,0.0013,4823705.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0598,1,3,0,2,C3-S0,C3-S0-T2,Bujagali Falls  Seagrass S.p.A. Freight ,0.974,0,,,0.0598,0.0,0.1824,0.0,0.0,0.0,0.0,0.0013,0.0423,0,LOW,no strong individual signal
Kong zhong diao yu  Sp,3228,83,68,38.8916,0.3526,21,22,0.0,75985985.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0596,1,0,0,2,C0-S0,C0-S0-T2,James Leska Ges.m.b.H. Marine,0.9977,0,,,0.0596,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0423,0,LOW,no strong individual signal
Ola Azul River LLC Forwading,594,81,28,7.3333,0.7444,83,111,0.0707,7020635.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.054,1,0,0,0,C0-S0,C0-S0-T0,Bahía de Coral Corporation and Son's,0.9915,0,,,0.054,0.0,0.1824,0.0,0.0,0.0,0.0,0.0707,0.0423,0,LOW,no strong individual signal
Océano del Este Sagl Shipping,2434,84,65,28.9762,0.4038,90,228,0.0012,25453920.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0592,1,0,0,2,C0-S0,C0-S0-T2,hǎi tún Ltd. Liability Co,0.9984,0,,,0.0592,0.0,0.1824,0.0,0.0,0.0,0.0,0.0012,0.0422,0,LOW,no strong individual signal
Simien Mountains   S.A. de C.V.,2592,84,94,30.8571,0.6013,125,210,0.0378,42053355.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0563,1,0,0,2,C0-S0,C0-S0-T2,Arena del Sol OJSC,0.9933,0,,,0.0563,0.0,0.1824,0.0,0.0,0.0,0.0,0.0378,0.0422,0,LOW,no strong individual signal
Punjab  Market Ltd. Corporation,1902,84,42,22.6429,0.2974,138,248,0.0011,11465765.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0587,1,0,0,2,C0-S0,C0-S0-T2,Seaside Sojourns Marine mist,0.9983,0,,,0.0587,0.0,0.1824,0.0,0.0,0.0,0.0,0.0011,0.0421,0,LOW,no strong individual signal
Belgian Shrimps Corp Marine life,2263,83,100,27.2651,0.7735,64,163,0.008,33483790.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0582,1,0,0,0,C0-S0,C0-S0-T0,Paradera GmbH & Co. KG,0.9918,0,,,0.0582,0.0,0.1824,0.0,0.0,0.0,0.0,0.008,0.0421,0,LOW,no strong individual signal
Haryana Sea  Limited Liability Company Marine ecology,2887,84,65,34.369,0.3579,50,196,0.0,35304115.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0586,1,0,0,2,C0-S0,C0-S0-T2,2 S.A. de C.V.,0.9966,0,,,0.0586,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.042,0,LOW,no strong individual signal
Liumbwe S.A. de C.V.,2213,84,68,26.3452,0.4349,209,193,0.0,18651900.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0584,1,0,0,2,C0-S0,C0-S0-T2,Turkish Salmon Ltd. Liability Co Transit,0.9939,0,,,0.0584,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.042,0,LOW,no strong individual signal
-2540,63,9,29,7.0,1.1547,1,1,0.0,296760.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0579,1,3,1,2,C3-S1,C3-S1-T2,-738,0.9969,0,,,0.0579,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0418,0,LOW,no strong individual signal
Neptune's Kingdom Ltd Brothers,3051,84,84,36.3214,0.4566,84,78,0.0013,37504650.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0577,1,0,0,2,C0-S0,C0-S0-T2,Seaside Strolls NV Delivery,0.997,0,,,0.0577,0.0,0.1824,0.0,0.0,0.0,0.0,0.0013,0.0418,0,LOW,no strong individual signal
Madhya Pradesh  Market Pic Forwading,2291,84,53,27.2738,0.4161,85,347,0.0009,36066035.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0576,1,0,0,2,C0-S0,C0-S0-T2,West Bengal  Marine ecology,0.9916,0,,,0.0576,0.0,0.1824,0.0,0.0,0.0,0.0,0.0009,0.0418,0,LOW,no strong individual signal
North Shark S.p.A. Consultants,2294,84,104,27.3095,0.6494,111,52,0.0013,49032610.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0575,1,0,0,1,C0-S0,C0-S0-T1,Mar del Este Ltd,0.9888,0,,,0.0575,0.0,0.1824,0.0,0.0,0.0,0.0,0.0013,0.0418,0,LOW,no strong individual signal
Estrella de Coral AG Worldwide,2590,84,73,30.8333,0.4506,103,282,0.0143,32457440.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0567,1,0,0,2,C0-S0,C0-S0-T2,bái suō wěn lú Sp Forwading,0.9952,0,,,0.0567,0.0,0.1824,0.0,0.0,0.0,0.0,0.0143,0.0418,0,LOW,no strong individual signal
-2394,491,33,62,14.8788,0.6822,1,5,0.0,2260500.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0572,1,3,0,1,C3-S0,C3-S0-T1,-3749,0.992,0,,,0.0572,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0417,0,LOW,no strong individual signal
Coastal Cruisers Laksa AS Cargo,1025,50,73,20.5,0.9665,43,17,0.0,40802915.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0572,1,0,0,0,C0-S0,C0-S0-T0,Marine Mates Ltd. Corporation,0.9921,0,,,0.0572,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0417,0,LOW,no strong individual signal
Playa del Mar Ges.m.b.H.,2148,75,84,28.64,0.6495,129,31,0.0047,51341540.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0569,1,0,0,1,C0-S0,C0-S0-T1,Mar del Este Ltd,0.989,0,,,0.0569,0.0,0.1824,0.0,0.0,0.0,0.0,0.0047,0.0417,0,LOW,no strong individual signal
-3661,253,15,46,16.8667,0.7414,1,5,0.0,2774335.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0568,1,3,1,1,C3-S1,C3-S1-T1,-3964,0.9957,0,,,0.0568,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0416,0,LOW,no strong individual signal
Bu yu wang Sp Solutions,2518,84,101,29.9762,0.5718,149,117,0.0008,54191605.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0568,1,0,0,2,C0-S0,C0-S0-T2,Selous Game Reserve  Marine,0.9916,0,,,0.0568,0.0,0.1824,0.0,0.0,0.0,0.0,0.0008,0.0416,0,LOW,no strong individual signal
xuě yú Sagl Solutions,2543,84,68,30.2738,0.4019,66,254,0.0016,19640940.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0568,1,0,0,2,C0-S0,C0-S0-T2,Océano del Este Sagl Shipping,0.9971,0,,,0.0568,0.0,0.1824,0.0,0.0,0.0,0.0,0.0016,0.0416,0,LOW,no strong individual signal
SeaBass Company Ltd & Son's,2584,84,58,30.7619,0.3085,124,115,0.0043,9180415.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0566,1,0,0,2,C0-S0,C0-S0-T2,Dutch Eel Corp Family,0.9976,0,,,0.0566,0.0,0.1824,0.0,0.0,0.0,0.0,0.0043,0.0416,0,LOW,no strong individual signal
Mediterranean s S.A. de C.V. Industrial,2319,84,49,27.6071,0.274,92,118,0.0099,47872970.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0561,1,0,0,2,C0-S0,C0-S0-T2,AquaCuisine  GmbH & Co. KG Services,0.9992,0,,,0.0561,0.0,0.1824,0.0,0.0,0.0,0.0,0.0099,0.0416,0,LOW,no strong individual signal
Nagaland Sea  Company Investment,2006,84,45,23.881,0.3413,90,142,0.0693,7987555.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0515,1,0,0,2,C0-S0,C0-S0-T2,Neptune's Harvest LLC United,0.9944,0,,,0.0515,0.0,0.1824,0.0,0.0,0.0,0.0,0.0693,0.0416,0,LOW,no strong individual signal
2 S.A. de C.V.,2523,84,52,30.0357,0.3149,54,184,0.0063,30571165.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0562,1,0,0,2,C0-S0,C0-S0-T2,Yu gan  NV Marine,0.9975,0,,,0.0562,0.0,0.1824,0.0,0.0,0.0,0.0,0.0063,0.0415,0,LOW,no strong individual signal
Orange River Mouth   Cargo ship,2627,84,69,31.2738,0.5122,131,317,0.0053,31314510.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0561,1,0,2,2,C0-S2,C0-S2-T2,Ocean Outfitters Ray N.V. Export,0.9946,0,,,0.0561,0.0,0.1824,0.0,0.0,0.0,0.0,0.0053,0.0415,0,LOW,no strong individual signal
Haryana s Oyj United,2581,84,49,30.7262,0.2853,53,52,0.0008,8498150.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0562,1,0,0,2,C0-S0,C0-S0-T2,Selkie Limited Liability Company,0.9959,0,,,0.0562,0.0,0.1824,0.0,0.0,0.0,0.0,0.0008,0.0414,0,LOW,no strong individual signal
Wave Riders Port S.A. de C.V. Transport,2286,84,64,27.2143,0.4029,76,193,0.0114,125566800.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0554,1,0,0,2,C0-S0,C0-S0-T2,Liyu  Cod Company Brothers,0.9955,0,,,0.0554,0.0,0.1824,0.0,0.0,0.0,0.0,0.0114,0.0414,0,LOW,no strong individual signal
Arena del Sol Ltd,2751,80,97,34.3875,0.6264,68,110,0.0095,41161190.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0553,1,0,0,1,C0-S0,C0-S0-T1,Maharashtra  Ltd. Liability Co Industrial,0.9957,0,,,0.0553,0.0,0.1824,0.0,0.0,0.0,0.0,0.0095,0.0414,0,LOW,no strong individual signal
Haryana Sea  Plc Consulting,1535,84,80,18.2738,0.7828,87,108,0.0085,34154345.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0553,1,0,0,0,C0-S0,C0-S0-T0,Aqua Gourmet Corp Solutions,0.9945,0,,,0.0553,0.0,0.1824,0.0,0.0,0.0,0.0,0.0085,0.0414,0,LOW,no strong individual signal
Mar de Plata SE,50,16,7,3.125,0.5411,6,3,0.28,910490.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0337,1,3,0,0,C3-S0,C3-S0-T0,-1644,0.9944,0,,,0.0337,0.0,0.1824,0.0,0.0,0.0,0.0,0.28,0.0414,0,LOW,fish HS code ratio=28.0%
-2407,91,9,34,10.1111,1.0262,1,5,0.0,1627175.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0559,1,3,1,2,C3-S1,C3-S1-T2,-8199,0.9964,0,,,0.0559,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0413,0,LOW,no strong individual signal
Samaka and Sp Shipping,2925,84,108,34.8214,0.5389,78,181,0.0027,99993020.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0556,1,0,0,2,C0-S0,C0-S0-T2,Joseph Ltd. Liability Co Transit,0.9926,0,,,0.0556,0.0,0.1824,0.0,0.0,0.0,0.0,0.0027,0.0413,0,LOW,no strong individual signal
Dutch Eel Corp Family,3046,84,63,36.2619,0.2943,97,110,0.0076,27294925.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0553,1,0,0,2,C0-S0,C0-S0-T2,Mediterranean s S.A. de C.V. Industrial,0.9983,0,,,0.0553,0.0,0.1824,0.0,0.0,0.0,0.0,0.0076,0.0413,0,LOW,no strong individual signal
Aqua Gourmet Corp Solutions,1857,84,84,22.1071,0.8051,47,100,0.0011,35140335.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0551,1,0,0,0,C0-S0,C0-S0-T0,Mar de Coral GmbH and Son's,0.9976,0,,,0.0551,0.0,0.1824,0.0,0.0,0.0,0.0,0.0011,0.0412,0,LOW,no strong individual signal
Mar de Estrellas Consultants,2964,84,83,35.2857,0.3639,115,47,0.0074,55700335.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0546,1,0,0,2,C0-S0,C0-S0-T2,Sparrman's bream Co Marine,0.995,0,,,0.0546,0.0,0.1824,0.0,0.0,0.0,0.0,0.0074,0.0412,0,LOW,no strong individual signal
Balkan Cat Limited Liability Company,2009,84,51,23.9167,0.3614,96,269,0.0214,23347990.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0537,1,0,0,2,C0-S0,C0-S0-T2,Coastal Castaway GmbH & Co. KG,0.9975,0,,,0.0537,0.0,0.1824,0.0,0.0,0.0,0.0,0.0214,0.0412,0,LOW,no strong individual signal
Marine Magic Marine sanctuary,1945,84,45,23.1548,0.3249,166,244,0.0,54022915.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0548,1,0,0,2,C0-S0,C0-S0-T2,Punjab  Market Ltd. Corporation,0.9971,0,,,0.0548,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0411,0,LOW,no strong individual signal
Ocean Explorers Oyj Cargo,443,82,13,5.4024,0.5138,78,128,0.0474,55447555.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0512,1,0,0,2,C0-S0,C0-S0-T2,Black Sea Tuna Kga Line,0.9969,0,,,0.0512,0.0,0.1824,0.0,0.0,0.0,0.0,0.0474,0.0411,0,LOW,no strong individual signal
Mar del Este Ltd,2106,83,82,25.3735,0.7033,122,18,0.0014,48056610.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0545,1,0,0,1,C0-S0,C0-S0-T1,Casablanca Coast  Ltd. Corporation,0.9911,0,,,0.0545,0.0,0.1824,0.0,0.0,0.0,0.0,0.0014,0.041,0,LOW,no strong individual signal
shí rén yú Ltd. Corporation,2769,84,81,32.9643,0.484,175,215,0.0043,34194840.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0544,1,0,0,2,C0-S0,C0-S0-T2,Mar y Luna GmbH,0.9951,0,,,0.0544,0.0,0.1824,0.0,0.0,0.0,0.0,0.0043,0.041,0,LOW,no strong individual signal
Ob River N.V. Shipping,653,84,21,7.7738,0.6116,91,172,0.0077,8028955.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.054,1,0,0,2,C0-S0,C0-S0-T2,Estrella del Sol LLC,0.9907,0,,,0.054,0.0,0.1824,0.0,0.0,0.0,0.0,0.0077,0.041,0,LOW,no strong individual signal
-13247,215,13,30,16.5385,0.3894,1,2,0.0,4108265.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0542,1,3,0,0,C3-S0,C3-S0-T0,-14431,0.9992,0,,,0.0542,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0409,0,LOW,no strong individual signal
Ocean Outfitters LC Trawler,2815,81,58,34.7531,0.4001,8,37,0.0014,40172310.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0539,1,0,0,2,C0-S0,C0-S0-T2,Rybachit Ltd. Corporation Transportation,0.9967,0,,,0.0539,0.0,0.1824,0.0,0.0,0.0,0.0,0.0014,0.0409,0,LOW,no strong individual signal
Danish Plaice S.A. de C.V.,1963,84,66,23.369,0.4593,87,211,0.0693,42754010.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0486,1,0,0,2,C0-S0,C0-S0-T2,Dutch Mussels S.A. de C.V. Line,0.9943,0,,,0.0486,0.0,0.1824,0.0,0.0,0.0,0.0,0.0693,0.0409,0,LOW,no strong individual signal
Bu yu wang NV,3279,84,68,39.0357,0.3178,69,19,0.004,57099695.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0535,1,0,0,2,C0-S0,C0-S0-T2,Selkie Limited Liability Company,0.998,0,,,0.0535,0.0,0.1824,0.0,0.0,0.0,0.0,0.004,0.0408,0,LOW,no strong individual signal
Paradera GmbH & Co. KG,1985,84,91,23.631,0.7173,80,162,0.0322,26320635.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0511,1,0,0,0,C0-S0,C0-S0-T0,Belgian Shrimps Corp Marine life,0.9918,0,,,0.0511,0.0,0.1824,0.0,0.0,0.0,0.0,0.0322,0.0408,0,LOW,no strong individual signal
Norwegian Fjord  Inc Shipping,2714,84,68,32.3095,0.363,136,159,0.0,71350925.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0535,1,0,0,2,C0-S0,C0-S0-T2,Mar de la Felicidad ОАО,0.9971,0,,,0.0535,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0407,0,LOW,no strong individual signal
Playa de Arena Incorporated,2331,84,61,27.75,0.4252,135,228,0.0,32418610.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0532,1,0,0,2,C0-S0,C0-S0-T2,Náutica del Norte Express,0.9982,0,,,0.0532,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0407,0,LOW,no strong individual signal
Arena del Sol OJSC,2751,84,68,32.75,0.5762,97,207,0.0004,28641885.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0531,1,0,0,2,C0-S0,C0-S0-T2,Joseph Ltd. Liability Co Transit,0.9977,0,,,0.0531,0.0,0.1824,0.0,0.0,0.0,0.0,0.0004,0.0406,0,LOW,no strong individual signal
Selkie Seabreeze Kga Marine sanctuary,3158,84,71,37.5952,0.3648,140,120,0.0,25495655.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.053,1,0,0,2,C0-S0,C0-S0-T2,Norwegian Fjord  Inc Shipping,0.9952,0,,,0.053,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0406,0,LOW,no strong individual signal
Selkie Limited Liability Company,3257,84,85,38.7738,0.3031,51,35,0.0,70266320.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0528,1,0,0,2,C0-S0,C0-S0-T2,Bu yu wang NV,0.998,0,,,0.0528,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0406,0,LOW,no strong individual signal
Selkie S.A. de C.V. Delivery,1147,83,86,13.8193,0.9725,64,50,0.0,44468775.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0528,1,0,0,0,C0-S0,C0-S0-T0,Pao gan Flounder LC Enterprises,0.9978,0,,,0.0528,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0406,0,LOW,no strong individual signal
La gan  Ltd. Liability Co,2776,84,64,33.0476,0.4501,82,142,0.0281,53912545.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0509,1,0,0,2,C0-S0,C0-S0-T2,Playa de Oro BV Cargo,0.9984,0,,,0.0509,0.0,0.1824,0.0,0.0,0.0,0.0,0.0281,0.0406,0,LOW,no strong individual signal
Dolphin Dreams GmbH Shipping,47,29,4,1.6207,0.5474,5,8,0.2553,365865.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0325,1,3,0,0,C3-S0,C3-S0-T0,Mar de la Felicidad Inc Motorboat,0.9814,0,,,0.0325,0.0,0.1824,0.0,0.0,0.0,0.0,0.2553,0.0406,0,LOW,fish HS code ratio=25.5%
Gujarat ers Oyj Holdings,2622,81,88,32.3704,0.5459,181,202,0.0,20935870.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0525,1,0,0,2,C0-S0,C0-S0-T2,Bay of Bengal's SE,0.9942,0,,,0.0525,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0405,0,LOW,no strong individual signal
-519,2524,72,101,35.0556,0.6099,11,87,0.0008,25223015.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0521,1,0,0,1,C0-S0,C0-S0-T1,Water World Pic Cargo,0.9863,0,,,0.0521,0.0,0.1824,0.0,0.0,0.0,0.0,0.0008,0.0404,0,LOW,no strong individual signal
bái suō wěn lú Sp Forwading,2283,84,72,27.1786,0.4555,115,241,0.0026,15986180.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.052,1,0,0,2,C0-S0,C0-S0-T2,Náutica del Norte Express,0.9972,0,,,0.052,0.0,0.1824,0.0,0.0,0.0,0.0,0.0026,0.0404,0,LOW,no strong individual signal
Adriatic Squid Limited Liability Company,1636,84,48,19.4762,0.4359,84,177,0.0061,53848695.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0517,1,0,0,2,C0-S0,C0-S0-T2,Wave Riders Port S.A. de C.V. Transport,0.9947,0,,,0.0517,0.0,0.1824,0.0,0.0,0.0,0.0,0.0061,0.0404,0,LOW,no strong individual signal
Ocean Odyssey Sp & Son's,2039,84,44,24.2738,0.2869,95,99,0.001,44008530.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0518,1,0,0,2,C0-S0,C0-S0-T2,Jiangxi Green  Oyj Carriers,0.9993,0,,,0.0518,0.0,0.1824,0.0,0.0,0.0,0.0,0.001,0.0403,0,LOW,no strong individual signal
-21889,2791,84,99,33.2262,0.6239,1,9,0.0,8505415.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0517,1,0,0,1,C0-S0,C0-S0-T1,Costa de la Felicidad United,0.9938,0,,,0.0517,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0403,0,LOW,no strong individual signal
guī yú N.V. Line,825,83,38,9.9398,0.5485,67,187,0.0024,5017310.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0515,1,0,0,2,C0-S0,C0-S0-T2,Ancla del Mar Inc,0.9931,0,,,0.0515,0.0,0.1824,0.0,0.0,0.0,0.0,0.0024,0.0403,0,LOW,no strong individual signal
-2280,88,15,17,5.8667,0.7695,1,71,0.0,55520.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0515,1,3,1,1,C3-S1,C3-S1-T1,-6290,0.9907,0,,,0.0515,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0402,0,LOW,no strong individual signal
Neptune's Harvest LLC United,2479,84,54,29.5119,0.3161,79,136,0.0008,10535565.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.0511,1,0,0,2,C0-S0,C0-S0-T2,Estrella de la Costa Ltd Trawler,0.9965,0,,,0.0511,0.0,0.1824,0.0,0.0,0.0,0.0,0.0008,0.0402,0,LOW,no strong individual signal
Jammu & Kashmir  Ges.m.b.H. & Son's,528,72,34,7.3333,1.1024,15,42,0.0038,583260.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.051,1,0,0,0,C0-S0,C0-S0-T0,Ob River Coral AB Marine,0.9958,0,,,0.051,0.0,0.1824,0.0,0.0,0.0,0.0,0.0038,0.0402,0,LOW,no strong individual signal
