company_a,company_b,relationship_pattern,confidence,month_overlap_count,month_overlap_jaccard,shared_partner_count,shared_partner_jaccard,gap_months,a_first_month,a_last_month,b_first_month,b_last_month,a_active_months,b_active_months,a_temporal_pattern,b_temporal_pattern,overlap_month_sample
Saltwater Supreme Pelican Ltd Enterprises,páng xiè S.A. de C.V. Line,synchronous,0.664,84,1.0,79,0.1609,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Mar Worldwide,Portuguese Tuna Bonito Kga Consultants,synchronous,0.664,84,1.0,79,0.1605,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,SilverStream CJSC Marine conservation,synchronous,0.664,84,1.0,125,0.1592,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Mar y Luna Sagl,synchronous,0.664,84,1.0,10,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Coast Corporation Worldwide,Saltwater Supreme ОАО Forwading,synchronous,0.664,84,1.0,93,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Lake Motoso  Sagl Brothers,synchronous,0.664,84,1.0,5,0.1611,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,5,0.1612,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Selous Game Reserve  A/S,synchronous,0.664,84,1.0,8,0.1602,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Atlántico Sur Cargo ship,Nazhivka & A/S Transport,synchronous,0.664,84,1.0,34,0.1598,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanic Oracle GmbH & Co. KG,bǐ mù yú Sagl Distribution,synchronous,0.664,84,1.0,44,0.1592,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Bu yu wang Corporation Marine conservation,Norwegian Salmon ОАО Express,synchronous,0.664,84,1.0,3,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
SilverStream CJSC Marine conservation,Tamil  Nautilus CJSC Consulting,synchronous,0.664,84,1.0,45,0.1593,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Orange River Mouth   Sashimi Ges.m.b.H. Freight ,River Gambia  Brine Pic Express,synchronous,0.664,84,1.0,17,0.1594,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Liumbwe S.A. de C.V.,synchronous,0.664,84,1.0,6,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Sagl,SeaTree Ltd. Liability Co Holdings,synchronous,0.664,84,1.0,63,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Playa de la Luna Incorporated,SeaSpray Marine biology Ltd Distribution,synchronous,0.664,84,1.0,27,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Portuguese Tuna Incorporated Marine,SeaTree Ltd. Liability Co Holdings,synchronous,0.664,84,1.0,59,0.1604,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Marina Merchants Deep-sea,Lake Motoso  Sagl Brothers,synchronous,0.664,84,1.0,2,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Náutica del Norte Kga Holdings,synchronous,0.664,84,1.0,6,0.159,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Jammu Ltd. Liability Co,synchronous,0.664,84,1.0,14,0.1595,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra   Dry dock GmbH & Co. KG Holdings,Pregolya Ltd. Liability Co,synchronous,0.664,84,1.0,6,0.1604,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Northeast Sea S.p.A. Marine,Sea Breezes N.V. Canal,synchronous,0.664,84,1.0,19,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Lake Edward  BV Marine conservation,synchronous,0.664,84,1.0,10,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Baltic Catch S.p.A. Distribution,xiǎo lóng xiā LC,synchronous,0.664,84,1.0,4,0.1592,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueTide N.V. Marine conservation,Estrella de Mar Consultants -,synchronous,0.664,84,1.0,6,0.1591,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueTide N.V. Marine conservation,Sea Breezes N.V. Canal,synchronous,0.664,84,1.0,12,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,xiǎo lóng xiā LC,synchronous,0.664,84,1.0,13,0.1609,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Hake Cargo ship Sagl Services,lú yú GmbH & Co. KG,synchronous,0.664,84,1.0,49,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Portuguese Tuna Incorporated Marine,synchronous,0.664,84,1.0,66,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Gujarat  S.A. de C.V.,synchronous,0.664,84,1.0,62,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Belgian Shrimps - Company Brothers,Panope Limited Liability Company,synchronous,0.664,84,1.0,52,0.1591,,2028-01,2034-12,2028-01,2034-12,84,84,general,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Olas del Mar Worldwide,synchronous,0.664,84,1.0,94,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra   Limited Liability Company,Niger River Delta  Sagl Services,synchronous,0.664,84,1.0,3,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra   Limited Liability Company,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.664,84,1.0,5,0.1612,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
The Sea Turtle GmbH & Co. KG,páng xiè S.A. de C.V. Line,synchronous,0.664,84,1.0,74,0.1605,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s SRL,Congo Rapids   Ltd. Corporation,synchronous,0.664,84,1.0,28,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme Pelican Ltd Enterprises,Vespuci Sagl Marine sanctuary,synchronous,0.664,84,1.0,53,0.1608,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Congo Rapids   Ltd. Corporation,Gujarat  S.A. de C.V.,synchronous,0.664,84,1.0,49,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar de la Vida Incorporated,lú yú GmbH & Co. KG,synchronous,0.664,84,1.0,54,0.1588,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Seaside Sojourns Marine mist,synchronous,0.664,84,1.0,10,0.1588,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Greek Sea Bass Inc Transport,Mar y Luna GmbH,synchronous,0.664,84,1.0,9,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,Ob River SE Transport,synchronous,0.664,84,1.0,7,0.1595,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,Seaside Sojourns Marine mist,synchronous,0.664,84,1.0,4,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Mar y Luna GmbH,synchronous,0.664,84,1.0,5,0.1588,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Aura SE Marine life,Coastal Cruisers GmbH Logistics,synchronous,0.664,84,1.0,34,0.159,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,bái suō wěn lú Ltd Cargo,synchronous,0.664,84,1.0,16,0.1594,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Belgian Scallop S.A. de C.V.,Black Sea Tuna Snapper,synchronous,0.664,84,1.0,43,0.1597,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Belgian Shrimps Ocean Corp Holdings,Playa de la Luna Incorporated,synchronous,0.664,84,1.0,27,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Tshikwea Ltd. Liability Co,synchronous,0.664,84,1.0,17,0.1596,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Norwegian Salmon ОАО Express,Ola de la Costa N.V.,synchronous,0.664,84,1.0,22,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ob River SE Transport,Ola del Mar S.A. de C.V.,synchronous,0.664,84,1.0,9,0.1603,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Coastal Cruisers GmbH Logistics,synchronous,0.664,84,1.0,26,0.1588,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Edward  BV Marine conservation,Lake Nasser  Freight  Seal,synchronous,0.664,84,1.0,5,0.1591,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,Uttar Pradesh s AG,synchronous,0.664,84,1.0,21,0.1602,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Saltwater Solitude Company Worldwide,synchronous,0.664,84,1.0,8,0.1598,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Lake Nakuru  Kga Logistics,synchronous,0.664,84,1.0,22,0.1611,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanic Oasis Co Transit,Saltwater Solitude Company Worldwide,synchronous,0.664,84,1.0,8,0.1593,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa del Este AS,Ola del Mar S.A. de C.V.,synchronous,0.664,84,1.0,12,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers Pic Shipping,Madhya Pradesh  Market Ltd. Liability Co Marine ecology,synchronous,0.664,83,0.9881,5,0.178,,2028-01,2034-12,2028-01,2034-12,84,83,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,North Atlantic  BV Transit,synchronous,0.664,84,1.0,10,0.1608,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Tamil Nadu s Pic,synchronous,0.664,84,1.0,14,0.1598,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,Surf's Up s Corp,synchronous,0.664,84,1.0,19,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Lake Motoso  Sea spray,synchronous,0.664,84,1.0,13,0.1597,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jammu Ltd. Liability Co,Mar del Oeste Transport,synchronous,0.664,84,1.0,14,0.1612,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Chituku Ltd. Liability Co Transport,Northeast Sea S.p.A. Marine,synchronous,0.664,84,1.0,13,0.1596,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme A/S Shipping,Tide Turners Ltd Transport,synchronous,0.664,84,1.0,6,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme A/S Shipping,xiǎo lóng xiā LC,synchronous,0.664,84,1.0,3,0.159,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Mar del Caribe SRL,synchronous,0.664,84,1.0,3,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,bái suō wěn lú Ltd Cargo,synchronous,0.664,84,1.0,7,0.1599,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Solitude Company Worldwide,bái suō wěn lú Ltd Cargo,synchronous,0.664,84,1.0,18,0.1602,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Edward  BV Marine conservation,Northeast Sea S.p.A. Marine,synchronous,0.664,84,1.0,13,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,Lake Chad  Marine conservation,synchronous,0.664,84,1.0,7,0.1591,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arena del Sol Incorporated,The Salty Pearl LC,synchronous,0.664,84,1.0,5,0.159,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,BlueTide N.V. Marine conservation,synchronous,0.664,84,1.0,9,0.1594,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ob River SE Transport,Tide Turners Ltd Transport,synchronous,0.664,84,1.0,4,0.1599,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ola del Mar S.A. de C.V.,Sea Breezes N.V. Canal,synchronous,0.664,84,1.0,13,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Beach Breakers Ltd Import,Mar del Oeste Transport,synchronous,0.664,84,1.0,3,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Assam  Market Cargo ship Company Marine conservation,Sea Breeze Corporation Marine sanctuary,synchronous,0.664,84,1.0,39,0.1603,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Sur Sp,Uttarakhand   Charter Boat  Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,4,0.1611,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ancla Marina & Ltd. Liability Co Distribution,Assam   Limited Liability Company,synchronous,0.664,84,1.0,6,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Assam   Limited Liability Company,synchronous,0.664,84,1.0,7,0.1608,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Bahía del Este Company Worldwide,synchronous,0.664,84,1.0,8,0.1611,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Crab Pic Marine conservation,Lake Nasser  Freight  Seal,synchronous,0.664,84,1.0,4,0.1593,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,The Salty Pearl LC,synchronous,0.664,84,1.0,3,0.1598,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Chituku Ltd. Liability Co Transport,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,10,0.1599,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ancla Marina & Ltd. Liability Co Distribution,Uttarakhand   Charter Boat  Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,3,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Assam   Limited Liability Company,Mar de Estrellas Incorporated,synchronous,0.664,84,1.0,7,0.1602,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,Niger River Delta  Sagl Services,synchronous,0.664,84,1.0,2,0.1599,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa del Este AS,Olas del Sur Sp,synchronous,0.664,84,1.0,6,0.1598,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueTide N.V. Marine conservation,Northeast Sea S.p.A. Marine,synchronous,0.664,84,1.0,16,0.1601,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Este AG,Fisherman's Bounty Pic Transport,synchronous,0.664,84,1.0,9,0.1607,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Caribe SRL,OOO GmbH & Co. KG Carriers,synchronous,0.664,84,1.0,8,0.1608,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
River Gambia  Brine Pic Express,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.664,84,1.0,21,0.1605,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ancla Marina & Ltd. Liability Co Distribution,xiǎo lóng xiā LC,synchronous,0.664,84,1.0,2,0.1595,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arena del Sol Incorporated,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,10,0.1609,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ola del Mar S.A. de C.V.,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.664,84,1.0,9,0.1606,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Mar del Caribe SRL,synchronous,0.664,84,1.0,9,0.1608,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola del Mar LC,Lake Motoso  Sea spray,synchronous,0.664,84,1.0,2,0.1596,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Line S.A. de C.V.,synchronous,0.664,84,1.0,8,0.1592,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Lake Edward  BV Marine conservation,synchronous,0.664,84,1.0,6,0.1612,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra   Limited Liability Company,Mar de la Aventura & Incorporated Shipping,synchronous,0.664,84,1.0,3,0.1597,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar del Caribe LLC,OceanSavor Surf Limited Liability Company Logistics,synchronous,0.664,81,0.9643,3,0.2143,,2028-01,2034-12,2028-01,2034-12,81,84,general,stable,2028-01;2028-02;2028-04;2028-05;2028-06;2028-07
Caracola del Este AG,Green Valley Sp Current,synchronous,0.664,84,1.0,2,0.1609,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Tide Turners Ltd Transport,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.664,84,1.0,2,0.1596,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Liumbwe S.A. de C.V.,Pregolya Ltd. Liability Co,synchronous,0.664,84,1.0,6,0.1606,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Green Valley Sp Current,Ob River SE Transport,synchronous,0.664,84,1.0,2,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Crab Pic Marine conservation,Saltwater Supreme A/S Shipping,synchronous,0.664,84,1.0,5,0.1606,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Reef Ray Company Worldwide,Lake Motoso  Sea spray,synchronous,0.664,84,1.0,7,0.1594,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Solitude Company Worldwide,Zambezi Valley  Marine biology,synchronous,0.664,84,1.0,6,0.1612,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Bu yu wang Corporation Marine conservation,synchronous,0.664,84,1.0,3,0.1603,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar de Estrellas Incorporated,Tide Turners Ltd Transport,synchronous,0.664,84,1.0,3,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Norwegian Salmon ОАО Express,synchronous,0.664,84,1.0,6,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Assam   Limited Liability Company,Lake Edward  BV Marine conservation,synchronous,0.664,84,1.0,5,0.1588,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanic Oasis Co Transit,Ola del Mar S.A. de C.V.,synchronous,0.664,84,1.0,9,0.1594,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Brisa del Este AS,Mar del Oeste Transport,synchronous,0.664,84,1.0,4,0.16,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sea spray,Ob River SE Transport,synchronous,0.664,84,1.0,4,0.1599,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Olas del Sur Sp,synchronous,0.664,84,1.0,4,0.1589,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Nautical Navigators Limited Liability Company Holdings,Oceanfront Oasis Barracuda ОАО Shipping,synchronous,0.664,84,1.0,4,0.161,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aquatic Adventures Ltd. Liability Co,Caracola del Mar LC,synchronous,0.664,84,1.0,2,0.1605,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Green Valley Sp Current,Liumbwe S.A. de C.V.,synchronous,0.664,84,1.0,3,0.1603,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
